2026-04-19 21:52:32 | INFO | ========================================
2026-04-19 21:52:32 | INFO | ========== 自动化任务开始 ==========
2026-04-19 21:52:32 | INFO | ========================================
2026-04-19 21:52:32 | INFO | 步骤1: 连接WebSocket服务器
2026-04-19 21:52:32 | INFO | >>> 开始连接WebSocket服务器
2026-04-19 21:52:32 | INFO | >>> Token未获取，开始获取Token
2026-04-19 21:52:32 | INFO | >>> 开始获取认证Token
2026-04-19 21:52:32 | INFO | >>> 认证服务器: http://localhost:30080/api/auth/token
2026-04-19 21:52:32 | INFO | >>> 用户名: fcs002
2026-04-19 21:53:44 | INFO | >>> Token获取成功
2026-04-19 21:53:44 | INFO | >>> Token: eyJhbGciOiJIUzI1NiIs...
2026-04-19 21:53:44 | INFO | >>> WebSocket连接URL: ws://localhost:30081?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9...
2026-04-19 21:53:44 | INFO | >>> WebSocket连接成功
2026-04-19 21:53:44 | INFO | >>> 启动遥测数据接收任务
2026-04-19 21:53:44 | INFO | >>> 遥测数据接收任务已启动
2026-04-19 21:53:44 | INFO | >>> WebSocket登录成功
2026-04-19 21:53:45 | INFO | >>> WebSocket连接稳定
2026-04-19 21:53:45 | INFO | WebSocket连接成功
2026-04-19 21:53:45 | INFO | 步骤2: 无人机起飞
2026-04-19 21:53:45 | INFO | >>> 无人机起飞指令发送 (通道7, 值2000)
2026-04-19 21:53:45 | INFO | [aircraft] 通道7 发送值 2000
2026-04-19 21:53:45 | INFO | >>> 无人机遥测 - 电量=1 电压=9.59V
2026-04-19 21:53:45 | INFO | >>> 等待起飞稳定15秒
2026-04-19 21:53:46 | INFO | >>> 无人机遥测 - GPS=(0.568678, 1.385361) 速度=7.194994345373225
2026-04-19 21:53:48 | INFO | >>> 车辆遥测 - 电量=1 电压=9.69V
2026-04-19 21:53:49 | INFO | >>> 车辆遥测 - GPS=(0.568672, 1.385387) 速度=6.357240038152138
2026-04-19 21:53:51 | INFO | >>> 无人机遥测 - 电量=1 电压=9.59V
2026-04-19 21:53:52 | INFO | >>> 无人机遥测 - GPS=(0.568710, 1.385443) 速度=6.213793134855904
2026-04-19 21:53:54 | INFO | >>> 车辆遥测 - 电量=1 电压=9.61V
2026-04-19 21:53:55 | INFO | >>> 车辆遥测 - GPS=(0.568716, 1.385410) 速度=6.385197029748321
2026-04-19 21:53:57 | INFO | >>> 无人机遥测 - 电量=1 电压=9.66V
2026-04-19 21:53:58 | INFO | >>> 无人机遥测 - GPS=(0.568730, 1.385446) 速度=6.762406232050504
2026-04-19 21:54:00 | INFO | >>> 车辆遥测 - 电量=1 电压=9.51V
2026-04-19 21:54:00 | INFO | >>> 起飞稳定完成
2026-04-19 21:54:00 | INFO | 无人机起飞完成
2026-04-19 21:54:00 | INFO | 步骤3: 无人机观测迷宫
2026-04-19 21:54:00 | INFO | 云台复位
2026-04-19 21:54:00 | INFO | >>> 云台复位指令发送 (通道10, 值2000)
2026-04-19 21:54:00 | INFO | [aircraft] 通道10 发送值 2000
2026-04-19 21:54:00 | INFO | >>> 云台复位完成
2026-04-19 21:54:01 | INFO | >>> 车辆遥测 - GPS=(0.568699, 1.385383) 速度=7.157974486470302
2026-04-19 21:54:02 | INFO | 云台俯视3秒
2026-04-19 21:54:02 | INFO | >>> 云台俯视开始，持续时间: 3.00秒，控制值: 1400
2026-04-19 21:54:02 | INFO | [aircraft] 通道5 发送值 1400
